Account,Opportunity_ID,Sales_Agent,Deal_Stage,Product,Created_Date,Close_Date,Close_Value
Bubba Gump,5MZ0O77T,Reed Clapper,Won,GTXPro,2/20/17,5/16/17,4839
Massive Dynamic,2EILEDKF,Reed Clapper,Won,MG Advanced,2/20/17,3/5/17,3315
Warephase,J4NX9TK5,Versie Hillebrand,Won,MG Special,2/20/17,5/24/17,60
,Y7N97FW8,Vicki Laflamme,In Progress,GTXPro,2/20/17,,
,0IO43YMS,Wilburn Farren,In Progress,MG Advanced,2/20/17,,
Treequote,5ITSLO0E,Anna Snelling,Won,GTX Plus Basic,2/21/17,3/4/17,999
,6HG76L6U,Boris Faz,In Progress,GTXPro,2/21/17,,
Statholdings,QGW0TI1U,Darcel Schlecht,Lost,GTX Basic,2/21/17,6/11/17,0
Finhigh,WJC5J533,Lajuana Vencill,Won,GTX Plus Pro,2/21/17,6/4/17,5401
Newex,9SLINQY5,Markita Hansen,In Progress,MG Advanced,2/21/17,,
,1GIP77EP,Maureen Marcano,In Progress,GTX Plus Pro,2/21/17,,
Rundofase,XGLMCTLG,Moses Frase,Won,GTX Basic,2/21/17,6/18/17,551
Mathtouch,X6RLT30X,Reed Clapper,Lost,GTX Plus Pro,2/21/17,5/23/17,0
Faxquote,IVT0S1N1,Vicki Laflamme,Won,GTX Basic,2/21/17,3/20/17,600
Goodsilron,NOLCZMV6,Violet Mclelland,In Progress,GTXPro,2/21/17,,
Bioplex,JEPGSQC9,Violet Mclelland,Lost,GTX Plus Pro,2/21/17,5/5/17,0
The New York Inquirer,EEDHCEVZ,Boris Faz,Lost,MG Special,2/22/17,5/22/17,0
Sumace,NHDTSMX2,Cassey Cress,Won,GTXPro,2/22/17,3/2/17,4711
Vehement Capital Partners,E36CR33F,Corliss Cosme,Lost,MG Advanced,2/22/17,6/8/17,0
Zencorporation,PNL17RE9,Corliss Cosme,Won,GTXPro,2/22/17,6/28/17,5133
Fasehatice,B4SIVH1O,Daniell Hammack,In Progress,GTX Basic,2/22/17,,
Sumace,VMEVOJVL,Daniell Hammack,Lost,GTX Plus Pro,2/22/17,5/17/17,0
Zathunicon,5EKN0BFN,Daniell Hammack,Won,GTX Plus Pro,2/22/17,5/15/17,4848
Mathtouch,R4LH95QS,Daniell Hammack,Won,GTXPro,2/22/17,3/3/17,4475
Betatech,52CROFH2,Darcel Schlecht,Lost,GTX Basic,2/22/17,3/5/17,0
Genco Pura Olive Oil Company,REDGEUCP,Darcel Schlecht,Won,GTXPro,2/22/17,3/10/17,3763
Ron-tech,6KT5HAR6,Darcel Schlecht,Won,GTXPro,2/22/17,3/5/17,5006
Toughzap,48AJ0X9E,Gladys Colclough,Won,GTXPro,2/22/17,6/15/17,4498
Warephase,RA1UBXY9,Gladys Colclough,Won,GTXPro,2/22/17,3/24/17,4375
,ESZY10SI,Hayden Neloms,In Progress,MG Advanced,2/22/17,,
J-Texon,WGI2GSKJ,Hayden Neloms,Lost,GTX Plus Basic,2/22/17,5/27/17,0
Fasehatice,W4BNO6UL,Hayden Neloms,Won,MG Advanced,2/22/17,6/4/17,3763
J-Texon,S50A0C2S,Kami Bicknell,Lost,GTXPro,2/22/17,3/14/17,0
Sonron,3H80RIHV,Kami Bicknell,Won,GTX Plus Pro,2/22/17,5/10/17,5491
Bioholding,KATNS4R4,Lajuana Vencill,Lost,GTX Basic,2/22/17,5/22/17,0
Y-corporation,L5U7OT6O,Markita Hansen,Won,GTX Plus Pro,2/22/17,6/17/17,5503
Rangreen,QKVUGRN9,Moses Frase,Lost,GTX Plus Basic,2/22/17,5/30/17,0
Statholdings,FNY6F0KF,Moses Frase,Won,MG Special,2/22/17,5/15/17,58
Genco Pura Olive Oil Company,1W23LEWK,Niesha Huffines,Won,GTX Plus Basic,2/22/17,5/27/17,1051
Conecom,JHJEQ1U3,Niesha Huffines,Won,GTX Plus Pro,2/22/17,3/7/17,5604
Xx-zobam,CPJAA632,Reed Clapper,Won,MG Advanced,2/22/17,5/15/17,3273
,Y3CYQGPH,Rosalina Dieter,In Progress,GTX Basic,2/22/17,,
Rundofase,Q19RWR17,Vicki Laflamme,In Progress,GTX Basic,2/22/17,,
Scotfind,GVC0RLQE,Vicki Laflamme,Lost,GTX Plus Basic,2/22/17,5/11/17,0
Scotfind,9OLYBVNE,Zane Levy,Won,GTX Plus Basic,2/22/17,6/2/17,1220
Singletechno,R8N49PHN,Zane Levy,Won,GTX Plus Pro,2/22/17,3/2/17,5497
Conecom,P5EVJUKQ,Anna Snelling,Won,GTX Plus Basic,2/23/17,6/10/17,1056
Kan-code,XF4648CO,Boris Faz,Lost,GTX Basic,2/23/17,6/16/17,0
Massive Dynamic,24UTFDPK,Cassey Cress,Won,GTX Basic,2/23/17,3/12/17,572
Funholding,ERYLM04D,Cecily Lampkin,Won,MG Advanced,2/23/17,5/23/17,3668
,6PW6ZQEE,Corliss Cosme,In Progress,GTX Basic,2/23/17,,
Kinnamplus,IQ9W1X36,Corliss Cosme,Won,MG Special,2/23/17,3/2/17,50
Silis,GSR9PIF0,Daniell Hammack,Won,MG Advanced,2/23/17,5/22/17,3509
Gogozoom,8477482V,Darcel Schlecht,Won,GTXPro,2/23/17,6/28/17,5643
Dalttechnology,VFZOL6CB,Elease Gluck,Won,MG Special,2/23/17,3/10/17,47
Finjob,75ZOJ3O7,Hayden Neloms,Won,MG Advanced,2/23/17,3/8/17,3312
Goodsilron,1QQR82TP,James Ascencio,Lost,GTX Plus Pro,2/23/17,6/23/17,0
,4E5A84H1,Kami Bicknell,In Progress,MG Advanced,2/23/17,,
Labdrill,DR6MQSWL,Kami Bicknell,Won,GTX Basic,2/23/17,3/11/17,480
Nam-zim,KAV5TU8X,Kami Bicknell,Won,MG Advanced,2/23/17,5/6/17,3208
Y-corporation,UQ86UOWY,Kary Hendrixson,Lost,GTX Basic,2/23/17,5/4/17,0
Kan-code,A82DG6R5,Kary Hendrixson,Won,GTX Plus Pro,2/23/17,5/4/17,5782
Rangreen,37FKT2ZP,Lajuana Vencill,Won,GTX Plus Pro,2/23/17,5/23/17,5827
,03VCDZEE,Maureen Marcano,In Progress,GTXPro,2/23/17,,
Newex,MVXB9PS5,Maureen Marcano,Lost,GTX Basic,2/23/17,6/17/17,0
Bioholding,M2TZSYTN,Moses Frase,Won,GTX Basic,2/23/17,6/16/17,516
Condax,KGJL5GHX,Moses Frase,Won,GTX Plus Basic,2/23/17,6/6/17,956
Stanredtax,IF7DSONM,Moses Frase,Won,MG Special,2/23/17,3/15/17,52
Toughzap,RR4FWSVB,Moses Frase,Won,MG Advanced,2/23/17,5/11/17,3025
The New York Inquirer,C5IWM5VJ,Reed Clapper,Won,GTXPro,2/23/17,6/10/17,5618
Umbrella Corporation,9WZ3I1TF,Rosie Papadopoulos,Won,GTXPro,2/23/17,5/9/17,4867
Kan-code,IO4GTLAB,Zane Levy,Won,GTX Plus Basic,2/23/17,3/14/17,929
,7ONH55WT,Cassey Cress,In Progress,GTX Basic,2/24/17,,
dambase,06T2UPDG,Cecily Lampkin,Lost,MG Special,2/24/17,6/5/17,0
,CMKXOOJQ,Corliss Cosme,In Progress,GTX Basic,2/24/17,,
Xx-zobam,9L6ADU5C,Corliss Cosme,Lost,MG Advanced,2/24/17,5/11/17,0
Toughzap,U185INDA,Darcel Schlecht,Won,GTXPro,2/24/17,5/5/17,5010
Bluth Company,2AGLONC4,Donn Cantrell,Won,GTXPro,2/24/17,5/15/17,5621
Iselectrics,TBDUMBLA,Donn Cantrell,Won,MG Advanced,2/24/17,5/2/17,3233
Acme Corporation,0AXGVKN8,Garret Kinder,Won,MG Special,2/24/17,5/28/17,55
Bioplex,TAPNNL1W,Garret Kinder,Won,MG Advanced,2/24/17,3/7/17,3278
Domzoom,R9ZAKBFE,Gladys Colclough,Won,GTX Plus Basic,2/24/17,3/10/17,1155
Goodsilron,Y40ADYX7,Hayden Neloms,Won,MG Advanced,2/24/17,3/11/17,3550
Stanredtax,R7GVZT8J,Jonathan Berthelot,Lost,MG Advanced,2/24/17,5/10/17,0
Hottechi,RSEDY99J,Jonathan Berthelot,Won,GTX Plus Basic,2/24/17,6/16/17,1055
,NR947OAB,Kami Bicknell,In Progress,GTXPro,2/24/17,,
,LMKNU8IZ,Markita Hansen,In Progress,GTXPro,2/24/17,,
Sonron,D5NZQIWU,Markita Hansen,Lost,GTX Plus Basic,2/24/17,6/20/17,0
Y-corporation,Z0BGG6IJ,Markita Hansen,Won,GTX Basic,2/24/17,5/5/17,595
Warephase,ZCA1IRGD,Moses Frase,Won,MG Advanced,2/24/17,5/6/17,3063
Konex,NPB8ZLEO,Vicki Laflamme,Lost,MG Advanced,2/24/17,5/13/17,0
Massive Dynamic,HJIO57TA,Violet Mclelland,Won,MG Advanced,2/24/17,6/6/17,3246
Scottech,U6N053E1,Anna Snelling,Won,GTX Basic,2/25/17,3/2/17,423
,R5RSH4JV,Boris Faz,In Progress,GTX Plus Pro,2/25/17,,
Initech,MTKCJVFO,Cassey Cress,Won,GTX Basic,2/25/17,6/18/17,542
Ontomedia,KIP060D0,Cassey Cress,Won,GTXPro,2/25/17,3/8/17,5040
Kan-code,YOISPUC6,Corliss Cosme,Lost,GTX Plus Basic,2/25/17,5/21/17,0
Rangreen,2MHTTXX0,Darcel Schlecht,Lost,GTX Plus Pro,2/25/17,6/17/17,0
Statholdings,QU4FNKZL,Darcel Schlecht,Won,GTXPro,2/25/17,5/9/17,5423
Cancity,GZUKDP7F,Darcel Schlecht,Won,MG Advanced,2/25/17,6/13/17,3295
Plussunin,S519S1EK,Donn Cantrell,Won,GTX Basic,2/25/17,6/2/17,568
Xx-zobam,AL554AUI,Donn Cantrell,Won,GTX Basic,2/25/17,5/26/17,640
Plusstrip,MCWDHOBT,Elease Gluck,Won,GTXPro,2/25/17,5/19/17,4612
Domzoom,GDZV8N5W,Gladys Colclough,Lost,GTXPro,2/25/17,5/26/17,0
,X1D1HYMM,James Ascencio,In Progress,GTX Plus Pro,2/25/17,,
Goodsilron,F4FLJ0WW,James Ascencio,Lost,GTX Plus Basic,2/25/17,5/26/17,0
Dontechi,P3VM7655,Jonathan Berthelot,Won,MG Advanced,2/25/17,5/6/17,3281
Finjob,5QU60VGE,Kami Bicknell,Lost,GTX Basic,2/25/17,3/12/17,0
Labdrill,3CLBPMYZ,Kami Bicknell,Lost,GTX Plus Basic,2/25/17,3/8/17,0
Rantouch,G17JEA75,Kami Bicknell,Won,MG Special,2/25/17,3/11/17,59
Scottech,BGU0JJ9X,Marty Freudenburg,Won,GTX Plus Basic,2/25/17,6/30/17,1081
Zumgoity,U02OIJGK,Marty Freudenburg,Won,GTX Plus Basic,2/25/17,5/9/17,962
Codehow,3N7ZXGMF,Niesha Huffines,Won,GTX Plus Basic,2/25/17,3/6/17,1123
Xx-zobam,0QHI3KG5,Reed Clapper,Won,MG Advanced,2/25/17,6/10/17,3075
Condax,0WWDVOM3,Rosalina Dieter,Won,MG Special,2/25/17,5/9/17,50
Dalttechnology,QPPUCKFM,Rosalina Dieter,Won,MG Special,2/25/17,3/6/17,47
Globex Corporation,VGE4M1C9,Versie Hillebrand,Lost,MG Special,2/25/17,3/8/17,0
Betatech,56XQOTXV,Versie Hillebrand,Won,GTX Plus Pro,2/25/17,5/17/17,4494
Hottechi,1JC9DMNJ,Vicki Laflamme,Lost,MG Special,2/25/17,5/6/17,0
Singletechno,AK2LRFXF,Vicki Laflamme,Won,MG Special,2/25/17,3/11/17,61
Goodsilron,UCK7JRXG,Vicki Laflamme,Won,MG Advanced,2/25/17,5/13/17,3418
,GVYF29NM,Violet Mclelland,In Progress,MG Advanced,2/25/17,,
,DN6SG3US,Wilburn Farren,In Progress,GTX Plus Pro,2/25/17,,
Konex,WM30CUBE,Wilburn Farren,Won,MG Advanced,2/25/17,6/2/17,3336
,EW28ZONV,Zane Levy,In Progress,GTX Plus Basic,2/25/17,,
Betatech,8DWOWB6Y,Anna Snelling,Lost,GTX Basic,2/26/17,3/16/17,0
Mathtouch,BGNB966A,Boris Faz,Won,GTX Plus Pro,2/26/17,3/13/17,4766
Plussunin,4Q4CLZCH,Corliss Cosme,Lost,MG Advanced,2/26/17,6/10/17,0
Ganjaflex,YQ24IWRQ,Daniell Hammack,Won,GTX Basic,2/26/17,5/27/17,592
Iselectrics,Z30RS0CL,Donn Cantrell,Lost,GTX Basic,2/26/17,6/1/17,0
Green-Plus,FRB34F3W,Elease Gluck,Lost,MG Special,2/26/17,5/24/17,0
Treequote,CGEHFK9N,Gladys Colclough,Lost,GTXPro,2/26/17,5/29/17,0
Dontechi,4A189ZAB,Gladys Colclough,Won,GTXPro,2/26/17,6/8/17,5142
Cheers,0HELH2Q0,James Ascencio,Lost,GTX Plus Basic,2/26/17,5/29/17,0
Blackzim,9E8A7MQ8,Kary Hendrixson,In Progress,GTX Plus Pro,2/26/17,,
Gogozoom,HG5P21RO,Lajuana Vencill,Lost,MG Advanced,2/26/17,5/8/17,0
Plexzap,MGP9HCUL,Markita Hansen,Lost,GTX Plus Basic,2/26/17,6/16/17,0
,HVZMZW96,Maureen Marcano,In Progress,GTX Plus Basic,2/26/17,,
,1H1YDS7C,Maureen Marcano,In Progress,GTX Plus Basic,2/26/17,,
Bluth Company,FZC2J90W,Maureen Marcano,In Progress,MG Advanced,2/26/17,,
Faxquote,XX84TIMO,Maureen Marcano,Lost,GTX Plus Basic,2/26/17,6/26/17,0
Nam-zim,2JFS8EGS,Maureen Marcano,Lost,MG Special,2/26/17,5/3/17,0
Dontechi,GBMHNLRO,Moses Frase,Won,GTX Basic,2/26/17,3/15/17,660
Rundofase,NAVG0P26,Moses Frase,Won,GTX Basic,2/26/17,5/26/17,443
Codehow,DK955UBP,Niesha Huffines,Lost,MG Special,2/26/17,5/20/17,0
Zotware,0OOZE4GN,Rosie Papadopoulos,Lost,GTX Plus Pro,2/26/17,3/3/17,0
The New York Inquirer,3P0T15VX,Rosie Papadopoulos,Lost,MG Special,2/26/17,5/18/17,0
Domzoom,GK0A4IQW,Versie Hillebrand,Won,MG Special,2/26/17,6/18/17,61
,UI3DE2C4,Zane Levy,In Progress,GTX Plus Basic,2/26/17,,
Y-corporation,UXJSIAVS,Zane Levy,Won,GTX Plus Pro,2/26/17,3/14/17,4846
dambase,KR4K652E,Anna Snelling,Won,GTX Basic,2/27/17,6/4/17,574
Ganjaflex,J2SR2H1Y,Cassey Cress,Lost,GTX Basic,2/27/17,6/18/17,0
Sumace,4U5VTUJL,Cassey Cress,Lost,GTXPro,2/27/17,5/22/17,0
Conecom,VTT447YT,Cecily Lampkin,Won,GTX Basic,2/27/17,5/3/17,497
Xx-zobam,8JJY9B08,Corliss Cosme,Lost,GTX Basic,2/27/17,5/4/17,0
Konex,STTAXKIU,Corliss Cosme,Won,GTX Plus Pro,2/27/17,5/30/17,5159
Y-corporation,25FUROM1,Daniell Hammack,In Progress,GTX Plus Basic,2/27/17,,
Codehow,PX4OW5SC,Darcel Schlecht,Lost,MG Special,2/27/17,5/2/17,0
Conecom,87MEZS8G,Darcel Schlecht,Won,GTXPro,2/27/17,5/13/17,4311
Ganjaflex,SLIWHUIM,Donn Cantrell,Won,GTX Basic,2/27/17,5/22/17,609
Cancity,XBVFZ1IR,Gladys Colclough,Won,GTX Plus Basic,2/27/17,6/24/17,1008
Zumgoity,7B3J333S,Gladys Colclough,Won,GTXPro,2/27/17,6/22/17,4458
,9X2S0K15,Hayden Neloms,In Progress,MG Advanced,2/27/17,,
Plexzap,3N9I1WH7,Hayden Neloms,Won,MG Advanced,2/27/17,5/26/17,2964
Lexiqvolax,TMW4J6NA,James Ascencio,Lost,GTX Plus Pro,2/27/17,6/4/17,0
Dalttechnology,ZI1MPYF3,James Ascencio,Won,MG Advanced,2/27/17,6/5/17,3813
Rundofase,L6KOBEBZ,Jonathan Berthelot,Won,GTX Basic,2/27/17,5/27/17,528
Rantouch,Z2S4KUPO,Kary Hendrixson,Won,GTX Plus Basic,2/27/17,3/10/17,1173
Kan-code,GIW1PN4L,Kary Hendrixson,Won,GTXPro,2/27/17,6/19/17,3893
Sonron,E57F5Z2K,Kary Hendrixson,Won,GTXPro,2/27/17,3/15/17,4678
Bioholding,38KKSE72,Lajuana Vencill,Won,GTX Basic,2/27/17,6/1/17,530
Sunnamplex,0GJ586J0,Markita Hansen,Lost,MG Special,2/27/17,3/14/17,0
Goodsilron,4V0S4BA3,Markita Hansen,Won,GTK 500,2/27/17,6/27/17,29617
Isdom,1LTD5TKV,Marty Freudenburg,Won,GTX Plus Basic,2/27/17,5/9/17,1028
Domzoom,VBM56CIF,Marty Freudenburg,Won,MG Advanced,2/27/17,6/28/17,2863
,XRZVJPD5,Maureen Marcano,In Progress,GTX Plus Basic,2/27/17,,
Codehow,PDH2NPE1,Moses Frase,Won,MG Advanced,2/27/17,6/28/17,4109
Betatech,OV60VIBB,Niesha Huffines,Lost,GTX Basic,2/27/17,5/8/17,0
Kan-code,2OAIXF3A,Reed Clapper,Won,GTX Plus Basic,2/27/17,3/13/17,1106
,QDGUWTLU,Rosalina Dieter,In Progress,MG Special,2/27/17,,
Bubba Gump,FBSEA94D,Rosie Papadopoulos,Won,MG Special,2/27/17,6/30/17,53
Globex Corporation,EOB01PRO,Versie Hillebrand,Won,MG Special,2/27/17,5/14/17,47
Kan-code,5QC9H4C2,Violet Mclelland,Won,MG Advanced,2/27/17,5/23/17,3749
Ontomedia,3HGQ3BOY,Violet Mclelland,Won,MG Advanced,2/27/17,5/27/17,4204
Umbrella Corporation,CO6ZPH1W,Cassey Cress,Won,MG Advanced,2/28/17,6/15/17,3986
Donquadtech,M3WTE943,Daniell Hammack,Won,GTXPro,2/28/17,6/5/17,5105
Genco Pura Olive Oil Company,X914SMX7,Darcel Schlecht,Won,GTX Basic,2/28/17,6/22/17,516
Rundofase,1MCE2AOV,Darcel Schlecht,Won,GTXPro,2/28/17,6/2/17,4407
Zathunicon,8061HKKB,Donn Cantrell,Won,MG Advanced,2/28/17,6/19/17,3087
Inity,T1HIH384,Gladys Colclough,Won,GTX Plus Pro,2/28/17,5/15/17,5331
Condax,FM2NX2GB,Hayden Neloms,Won,MG Advanced,2/28/17,5/5/17,4069
,JSZZN48S,James Ascencio,In Progress,GTX Plus Pro,2/28/17,,
Hatfan,SJ45HNHM,James Ascencio,Won,GTX Basic,2/28/17,6/29/17,463
Faxquote,NYGZJYCJ,James Ascencio,Won,GTX Plus Pro,2/28/17,5/26/17,5625
Rundofase,6MMFIIGE,Lajuana Vencill,Won,GTX Basic,2/28/17,6/15/17,524
Cheers,IJ817GQJ,Markita Hansen,Lost,GTX Basic,2/28/17,5/12/17,0
Bioplex,F2B62IW4,Maureen Marcano,In Progress,MG Special,2/28/17,,
Genco Pura Olive Oil Company,PCRRS6JP,Moses Frase,Lost,MG Special,2/28/17,5/28/17,0
Zencorporation,NKL5SWX3,Reed Clapper,Won,GTX Plus Basic,2/28/17,6/1/17,1161
Mathtouch,WVG1CIHX,Reed Clapper,Won,GTX Plus Pro,2/28/17,6/3/17,6046
Dontechi,7GRNFO6D,Versie Hillebrand,Won,MG Special,2/28/17,5/18/17,49
Conecom,G0QKNVIJ,Anna Snelling,Won,MG Special,3/1/17,5/28/17,51
Hottechi,6HRIX06M,Anna Snelling,Won,MG Advanced,3/1/17,6/26/17,3415
Kinnamplus,DEHQTB8B,Boris Faz,In Progress,MG Special,3/1/17,,
Kan-code,AM5YTMH3,Boris Faz,Won,GTX Plus Basic,3/1/17,3/10/17,1053
Betasoloin,2L5ZWLI7,Cassey Cress,Lost,GTX Plus Basic,3/1/17,5/25/17,0
Donquadtech,6B6Q8C5S,Cassey Cress,Won,GTXPro,3/1/17,3/15/17,5068
Massive Dynamic,DF4KYH5H,Cassey Cress,Won,GTXPro,3/1/17,6/30/17,4256
,KVR52YDI,Corliss Cosme,In Progress,GTXPro,3/1/17,,
Treequote,JTDV6H65,Darcel Schlecht,Lost,MG Advanced,3/1/17,5/8/17,0
Genco Pura Olive Oil Company,O8JF46GT,Darcel Schlecht,Won,GTX Basic,3/1/17,3/12/17,657
Stanredtax,RK5Y67V6,Darcel Schlecht,Won,MG Special,3/1/17,3/8/17,60
Opentech,COWOZH43,Donn Cantrell,Lost,GTX Basic,3/1/17,5/29/17,0
Hottechi,DGIYD342,Elease Gluck,Lost,GTX Plus Pro,3/1/17,5/10/17,0
Silis,JSSGVBVS,Garret Kinder,Lost,GTX Basic,3/1/17,5/5/17,0
Plussunin,V28NVD6A,Garret Kinder,Won,GTX Basic,3/1/17,5/1/17,629
Hottechi,I1IAVDQM,Gladys Colclough,Lost,MG Advanced,3/1/17,5/23/17,0
Treequote,4MC584U5,Gladys Colclough,Won,MG Advanced,3/1/17,6/2/17,4082
Rundofase,MCYLHUCZ,Lajuana Vencill,Won,GTX Plus Basic,3/1/17,5/31/17,1044
Inity,5E4DTWHV,Marty Freudenburg,Lost,MG Advanced,3/1/17,6/11/17,0
Rantouch,1VUBYV53,Maureen Marcano,Won,GTX Plus Basic,3/1/17,3/21/17,1025
Streethex,W03CXYET,Moses Frase,Won,GTX Basic,3/1/17,6/17/17,465
Konmatfix,LZVFFQLN,Moses Frase,Won,MG Special,3/1/17,6/14/17,50
Vehement Capital Partners,MFV0C5RN,Reed Clapper,Won,GTX Plus Pro,3/1/17,3/9/17,5548
Kan-code,A1WZEK7U,Reed Clapper,Won,MG Advanced,3/1/17,6/3/17,3558
Singletechno,516FJUNB,Rosalina Dieter,Won,MG Advanced,3/1/17,3/7/17,3959
Ron-tech,PE8DK02A,Versie Hillebrand,Won,MG Special,3/1/17,3/17/17,49
Warephase,10NTPQUY,Versie Hillebrand,Won,MG Special,3/1/17,6/16/17,50
Xx-holding,X2EXSMPR,Vicki Laflamme,Won,GTX Basic,3/1/17,3/8/17,523
Zoomit,JCFQVIEG,Vicki Laflamme,Won,GTX Plus Basic,3/1/17,6/1/17,1086
Goodsilron,XIWKGJOW,Vicki Laflamme,Won,GTXPro,3/1/17,3/9/17,4445
Xx-holding,STT3X4NB,Violet Mclelland,In Progress,GTX Basic,3/1/17,,
Umbrella Corporation,DHGLWIDZ,Violet Mclelland,Won,GTXPro,3/1/17,6/24/17,4756
Gekko & Co,74VGCEEW,Violet Mclelland,Won,MG Special,3/1/17,6/19/17,67
Iselectrics,MXTAIS4Q,Wilburn Farren,Won,MG Advanced,3/1/17,6/9/17,3783
,XRDF1NAB,Zane Levy,In Progress,GTXPro,3/1/17,,
Doncon,YP8QKKEZ,Zane Levy,Lost,GTX Basic,3/1/17,5/31/17,0
Rantouch,3TSOEM5K,Zane Levy,Lost,GTX Plus Pro,3/1/17,6/27/17,0
Dontechi,G7RCJBVL,Anna Snelling,Lost,MG Advanced,3/2/17,5/31/17,0
Conecom,G20IQSA3,Anna Snelling,Won,GTX Basic,3/2/17,3/12/17,522
Kinnamplus,Q16BQCEL,Boris Faz,Won,GTX Plus Basic,3/2/17,3/18/17,1001
Betatech,9924I5ZF,Cecily Lampkin,Won,GTX Plus Pro,3/2/17,5/25/17,5728
Codehow,SLLJT3T1,Darcel Schlecht,Won,GTX Plus Pro,3/2/17,6/19/17,4856
Cancity,AAEUN73V,Darcel Schlecht,Won,GTXPro,3/2/17,5/26/17,5570
Conecom,32LY2D1K,Darcel Schlecht,Won,MG Advanced,3/2/17,5/26/17,3647
Mathtouch,S2UWELRW,Donn Cantrell,Won,GTX Basic,3/2/17,6/11/17,487
Donquadtech,5VQRLIEZ,Donn Cantrell,Won,GTX Plus Basic,3/2/17,6/12/17,1166
,WUNMIJW9,Elease Gluck,In Progress,MG Advanced,3/2/17,,
Scottech,6U0CT07B,Jonathan Berthelot,Won,GTX Basic,3/2/17,6/6/17,595
Condax,DFN1V29L,Kami Bicknell,Won,MG Special,3/2/17,6/4/17,49
Xx-holding,VBZ862OS,Kary Hendrixson,Won,GTX Basic,3/2/17,3/19/17,599
Kan-code,VFKKSJT2,Kary Hendrixson,Won,GTXPro,3/2/17,5/15/17,4506
Sunnamplex,FJMFXCTD,Kary Hendrixson,Won,GTXPro,3/2/17,5/6/17,4512
Gogozoom,LGLIB8TR,Lajuana Vencill,Lost,GTX Basic,3/2/17,5/1/17,0
Nam-zim,JREGYB42,Maureen Marcano,Won,GTX Plus Basic,3/2/17,5/6/17,1102
,4V9NMGEA,Rosalina Dieter,In Progress,GTX Basic,3/2/17,,
Rantouch,9PWM6RYC,Rosalina Dieter,Lost,GTX Basic,3/2/17,6/10/17,0
Condax,EMUA57Q2,Versie Hillebrand,Won,MG Special,3/2/17,5/12/17,54
Hottechi,DB3N4CHN,Versie Hillebrand,Won,MG Special,3/2/17,3/17/17,62
Rantouch,4CXUC4VR,Vicki Laflamme,In Progress,GTX Basic,3/2/17,,
,79EHWR35,Vicki Laflamme,In Progress,GTX Basic,3/2/17,,
,L0GMLGRR,Vicki Laflamme,In Progress,MG Special,3/2/17,,
The New York Inquirer,OF7GY5F4,Violet Mclelland,Won,MG Special,3/2/17,3/9/17,61
,D3ZC338T,Zane Levy,In Progress,GTX Basic,3/2/17,,
Singletechno,CVFJUYPM,Zane Levy,Lost,GTXPro,3/2/17,5/23/17,0
Labdrill,L5807I4N,Zane Levy,Won,GTXPro,3/2/17,3/16/17,4277
Globex Corporation,Q1ZKBGV5,Anna Snelling,Won,MG Special,3/3/17,5/23/17,46
Rundofase,9JKODCAU,Anna Snelling,Won,MG Special,3/3/17,6/22/17,54
Donquadtech,LELWKXDX,Boris Faz,Won,GTX Plus Pro,3/3/17,6/8/17,6173
Globex Corporation,QRQ8C6MQ,Cassey Cress,In Progress,GTXPro,3/3/17,,
Ganjaflex,DA95Q0VE,Cassey Cress,Lost,MG Advanced,3/3/17,3/21/17,0
Sumace,5HMZH1Z9,Daniell Hammack,Lost,GTXPro,3/3/17,6/11/17,0
Toughzap,05QMFSF0,Darcel Schlecht,Lost,GTXPro,3/3/17,5/16/17,0
Konmatfix,JE245P8R,Darcel Schlecht,Won,GTX Plus Basic,3/3/17,5/28/17,1149
Silis,SFQMEZIW,Garret Kinder,Lost,GTX Basic,3/3/17,5/4/17,0
Dontechi,B8RR21XP,Jonathan Berthelot,Lost,GTX Plus Basic,3/3/17,3/16/17,0
,ZG8WPG99,Kary Hendrixson,In Progress,GTXPro,3/3/17,,
Goodsilron,U85VV1BU,Kary Hendrixson,Won,GTX Basic,3/3/17,5/22/17,568
J-Texon,V6HB68BL,Kary Hendrixson,Won,GTX Basic,3/3/17,5/30/17,567
Genco Pura Olive Oil Company,H9JPB7GW,Lajuana Vencill,Won,GTX Basic,3/3/17,3/9/17,542
Conecom,8LFNU39A,Marty Freudenburg,Lost,GTX Basic,3/3/17,5/28/17,0
Funholding,SWPTTVQZ,Marty Freudenburg,Won,GTX Plus Basic,3/3/17,3/16/17,1062
Fasehatice,GKJLM1UR,Maureen Marcano,Won,GTX Plus Basic,3/3/17,3/13/17,1057
Globex Corporation,8L1ZHTPL,Moses Frase,Won,GTX Plus Basic,3/3/17,6/1/17,1020
,U7M26UZV,Vicki Laflamme,In Progress,MG Special,3/3/17,,
,TV300INP,Wilburn Farren,In Progress,GTX Plus Pro,3/3/17,,
,KBQ16F1I,Zane Levy,In Progress,GTX Basic,3/3/17,,
Green-Plus,4XX690SP,Zane Levy,Won,GTX Basic,3/3/17,5/11/17,535
Codehow,JSDGELLK,Anna Snelling,Won,GTX Basic,3/4/17,6/13/17,522
Rangreen,LV1754PS,Anna Snelling,Won,GTX Basic,3/4/17,5/14/17,544
Genco Pura Olive Oil Company,JIYYV11P,Anna Snelling,Won,MG Advanced,3/4/17,6/7/17,3081
,FYN7C0CV,Cassey Cress,In Progress,MG Advanced,3/4/17,,
dambase,6TB7XA83,Cecily Lampkin,Won,MG Special,3/4/17,5/18/17,51
